casenew,weighta,P550tpr,P344pr,P425r,A172,A093r,A094r,A121r,SexHRP,A049r,G018r,G019r,Gorx,weightar
11365,4.759287059,100.335,129.85,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Wales,0.912072796
11357,3.829203627,77.8245039,69,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,Scotland,0.733831016
11356,4.454818778,299.916038,170.23,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,North East,0.853724302
11354,3.420896912,143.3985862,222.29,Other income,Yes,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,Wales,0.655582858
11347,3.837748325,272.36,143.1995,Other income,No,Economically inactive,Not classified for other reasons,Private rented,Female,1 person,1 adult,No children,Northern Ireland,0.735468528
11347,7.425928103,865.7749408,1092.64,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,4 and more adults,No children,Eastern,1.423109581
11344,4.234630856,249.6780935,192.3125,Other income,Yes,Economically inactive,Routine and manual occupations,Owned,Female,1 person,1 adult,No children,South East,0.811527348
11343,3.202073085,828.0905199,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,3 adults,No children,East Midlands,0.613647321
11342,5.014683944,164.1149227,195.75,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Female,1 person,1 adult,No children,East Midlands,0.961017218
11337,10.01408451,1175,836.64,Other income,Yes,Unemployed and work related Government Training Programmes,"Never worked and long term unemployed, students and occupation not stated",Private rented,Male,5 person or more,4 and more adults,No children,South West,1.91910552
11337,5.658457787,550.7340296,1020.03,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,2 person,2 adults,No children,East Midlands,1.084390446
11336,4.286300522,134.5304235,202.2775,Earned income,Yes,Part-time working,Routine and manual occupations,Owned,Female,1 person,1 adult,No children,Eastern,0.821429356
11336,5.297135103,329.1650053,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,East Midlands,1.015146337
11335,6.420163024,164.4374741,601.03,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Eastern,1.230364122
11326,4.763335664,72.145,152.027,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,1 person,1 adult,No children,Eastern,0.912848674
11323,5.309541623,421.8089305,664.95,Earned income,No,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,East Midlands,1.017523931
11317,8.332241706,1175,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Female,4 person,2 adults,Two or more children,London,1.596796095
11316,5.342392948,813.6065365,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,London,1.023819579
11315,7.893395271,370.7468703,1184.99,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,4 person,4 and more adults,No children,North West and Merseyside,1.512695286
11314,3.93214148,156.1190519,133,Earned income,Yes,Unemployed and work related Government Training Programmes,Routine and manual occupations,Owned,Female,1 person,1 adult,No children,Eastern,0.753558092
11311,5.47436354,319.6657772,813.695,Earned income,No,Full-time working,Intermediate occupations,Public rented,Male,3 person,3 adults,No children,East Midlands,1.049110508
11311,4.415508031,356.5516343,605.77,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,1 person,1 adult,No children,South East,0.846190765
11310,5.333746522,76.615,184.21,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,1 person,1 adult,No children,West Midlands,1.022162573
11297,4.058371141,217.4087191,259.24,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Yorkshire and the Humber,0.777748825
11295,5.147866677,790.4708796,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,2 person,2 adults,No children,South West,0.986540441
11293,4.326012808,219.3925331,198.962,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Male,2 person,1 adult,One child,Yorkshire and the Humber,0.829039844
11292,4.812118033,828.4674894,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,3 person,2 adults,One child,South East,0.922197358
11287,2.926001305,492.0746974,458.642,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,5 person or more,3 adults,Two or more children,Wales,0.56074075
11283,9.012635465,121.95,128.967,Other income,No,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Eastern,1.727187188
11281,4.303847934,119.8984157,200.242,Other income,Yes,Part-time working,Routine and manual occupations,Owned,Female,1 person,1 adult,No children,East Midlands,0.824792153
11280,5.60248226,566.7588641,803.84,Earned income,Yes,Part-time working,"Higher managerial, administrative and professional occupations",Owned,Female,2 person,2 adults,No children,London,1.07366326
11278,3.547597489,469.4334583,256.224,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Yorkshire and the Humber,0.679863837
11277,5.32186156,58.2320885,138.25,Other income,Yes,Economically inactive,"Never worked and long term unemployed, students and occupation not stated",Owned,Male,1 person,1 adult,No children,Yorkshire and the Humber,1.019884931
11276,5.106067017,322.2630148,275.48,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Female,1 person,1 adult,No children,Scotland,0.978529928
11275,4.304501693,562.7344031,930.1,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Female,3 person,3 adults,No children,West Midlands,0.82491744
11270,7.011949311,280.525,102.382,Other income,Yes,Economically inactive,"Higher managerial, administrative and professional occupations",Owned,Male,1 person,1 adult,No children,London,1.343774422
11269,4.521159495,222.3592803,300.742,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,2 person,2 adults,No children,North East,0.866437879
11266,5.551698898,364.8667893,587.85,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,West Midlands,1.063931105
11250,5.464090863,596.3212514,770,Earned income,Yes,Full-time working,Intermediate occupations,Private rented,Male,3 person,2 adults,One child,South East,1.047141845
11249,4.166338498,361.5373194,478.64,Earned income,Yes,Full-time working,Routine and manual occupations,Owned,Male,3 person,2 adults,One child,North West and Merseyside,0.798439757
11238,3.66112084,318.4213415,181.224,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South East,0.701619524
11235,3.955359126,1175,1184.99,Earned income,Yes,Economically inactive,Intermediate occupations,Private rented,Female,3 person,2 adults,One child,North East,0.758007536
11235,4.883048585,946.705126,1008.79,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,4 person,2 adults,Two or more children,Yorkshire and the Humber,0.935790534
11234,5.708011137,185.56,283.65,Other income,No,Economically inactive,Not classified for other reasons,Private rented,Female,1 person,1 adult,No children,North West and Merseyside,1.093886882
11228,6.356100595,1168.479097,1184.99,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Owned,Male,5 person or more,2 adults,Two or more children,North West and Merseyside,1.218087157
11227,4.098332811,90.495,171.5,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Female,1 person,1 adult,No children,Wales,0.785407104
11225,4.794647435,213.0570058,358.15,Other income,Yes,Full-time working,Intermediate occupations,Public rented,Female,3 person,2 adults,One child,London,0.918849281
11223,4.342042291,592.049058,893.3365,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,South West,0.832111744
11222,7.431641014,422.4018696,705.52,Earned income,Yes,Unemployed and work related Government Training Programmes,"Higher managerial, administrative and professional occupations",Private rented,Male,3 person,2 adults,One child,South West,1.424204407
11221,3.933245079,270.3426711,498.272,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,Eastern,0.753769586
11211,3.733927466,306.6539294,321.8515,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,North West and Merseyside,0.715572232
11210,7.658912732,920.355966,1184.99,Earned income,Yes,Full-time working,Routine and manual occupations,Private rented,Male,4 person,3 adults,One child,Scotland,1.467758903
11208,4.496942841,333.6426938,712.954,Other income,No,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,West Midlands,0.861796984
11206,2.525009645,335.061056,376.59,Other income,Yes,Economically inactive,Not classified for other reasons,Owned,Male,2 person,2 adults,No children,North East,0.483894453
11204,9.923931536,525.4589811,744.9175,Earned income,Yes,Full-time working,Intermediate occupations,Owned,Male,2 person,2 adults,No children,London,1.901828546
11197,6.324757235,193.855,250.39,Other income,Yes,Part-time working,Routine and manual occupations,Public rented,Male,3 person,1 adult,Two or more children,North West and Merseyside,1.212080496
11194,6.092753755,651.0500627,665.8115385,Earned income,Yes,Full-time working,"Higher managerial, administrative and professional occupations",Public rented,Male,5 person or more,2 adults,Two or more children,North West and Merseyside,1.167619202
11194,4.026215005,169.58,337.55,Other income,No,Economically inactive,Not classified for other reasons,Public rented,Female,2 person,2 adults,No children,North East,0.771586402
